number,original_date,author,title,published,pages,fav,month,year
487,Apr-89,Scott Buchanan,Poetry and Mathematics,1929,156,FALSE,04,1989
488,May-89,Gore Vidal,Lincoln,1984,657,FALSE,05,1989
489,May-89,Gabriel Garcia Marquez,Love in the Time of Cholera,1988,348,FALSE,05,1989
490,May-89,,The Bible - designed to be read as Literature vol. 1,,520,FALSE,05,1989
491,Jul-89,Brenda Maddox,Nora - The Real Life of Molly Bloom ,1988,381,TRUE,07,1989
492,Jul-89,John Milton,Paradise Lost,1667,339,FALSE,07,1989
493,Aug-89,Sanche de Gramont,Epitaph for Kings ,1969,428,TRUE,08,1989
494,Aug-89,Stephen W. Hawking,A Brief History of Time,1988,182,FALSE,08,1989
495,Aug-89,Wallace Stevens,The Necessary Angel,1942-51,176,FALSE,08,1989
496,Sep-89,edited by W.H. Auden,The Portable Greek Reader,b.c.,726,FALSE,09,1989
497,Sep-89,Honoré de Balzac,The Wild Ass's Skin,1831,285,FALSE,09,1989
498,Sep-89,Quentin Crisp,Manners from Heaven,1984,138,FALSE,09,1989
499,Oct-89,Sigmund Freud,Civilization and Its Discontents ,1930,104,TRUE,10,1989
500,Oct-89,Michael Harrington,The Other America,1962+,221,FALSE,10,1989
501,Oct-89,Art Garfunkel,Still Water - Prose Poems,1989,119,FALSE,10,1989
502,Oct-89,Umberto Eco,Art and Beauty in the Middle Ages,1959,119,FALSE,10,1989
503,Oct-89,Anton Chekhov,The Fiancée and other stories,1890s,232,FALSE,10,1989
504,Dec-89,Theodore Dreiser,An American Tragedy,1925,828,FALSE,12,1989
505,Dec-89,Santoru Izumi,Guidelines to Faith,1980,160,FALSE,12,1989
506,Dec-89,Robert Louis Stevenson,Travels with a Donkey,1879,126,FALSE,12,1989
507,Dec-89,James D. Watson,The Double Helix,1968,231,FALSE,12,1989
508,Dec-89,"Noam Chomsky, Edward S. Herman",Manufacturing Consent,1988,291,FALSE,12,1989
509,Jan-90,Anthony Trollope,An Autobiography,1883,367,FALSE,01,1990
510,Jan-90,Joseph Campbell (with Bill Moyers),The Power of Myth,1988,231,FALSE,01,1990
511,Feb-90,Henry Miller,Quiet Days in Clichy,1940,154,FALSE,02,1990
512,Feb-90,Colin McEvedy,The Penguin Atlas of Modern History (to 1815),1972,90,FALSE,02,1990
513,Feb-90,J.P. Kenyon,Stuart England,1978,355,FALSE,02,1990
514,Feb-90,Michel Foucault,The History of Sexuality vol. 1: An Introduction,1976,159,FALSE,02,1990
515,Feb-90,Virginia Woolf,Contemporary Writers,1905-20,160,FALSE,02,1990
516,Feb-90,William Shakespeare,"""Henry V""",1599,123,FALSE,02,1990
517,Mar-90,Honoré de Balzac,Lost Illusions,1835-43,682,FALSE,03,1990
518,Mar-90,Ian Frazier,Great Plains,1989,214,FALSE,03,1990
519,Apr-90,,Tales from the Thousand and One Nights,c.850b.c.,407,FALSE,04,1990
520,Jul-81,Anne Rice,Interview With the Vampire,1976,346,FALSE,07,1981
521,May-90,Charles R. Morris,The Cost of Good Intentions,1980,240,FALSE,05,1990
522,Jun-90,various,The Portable Renaissance Reader,"1400s, 1500s",754,FALSE,06,1990
523,Jun-90,Jerrold Seigel,Bohemian Paris,1986,397,FALSE,06,1990
524,Jun-90,"Paul Magriel, John T. Spike",A Connoisseur's Guide to the Met,1987,235,FALSE,06,1990
525,Jul-90,Mark Twain,The Innocents Abroad ,1867,492,TRUE,07,1990
526,Jul-90,Sylvia Plath,The Bell Jar ,1963,216,TRUE,07,1990
527,Jul-90,George F. Will,Men at Work,1990,330,FALSE,07,1990
528,Jul-90,Edith Hamilton,Mythology,1940,321,FALSE,07,1990
529,Jul-90,Ernest Hemingway,A Moveable Feast,1960,211,FALSE,07,1990
530,Jul-90,Edith Wharton,Ethan Frome,1911,133,FALSE,07,1990
531,Aug-90,J.F. Stone,The Trial of Socrates,1988,230,FALSE,08,1990
532,Aug-90,"Daniel Bates, Amal Rassam",Peoples and Cultures of the Middle East,1983,283,FALSE,08,1990
533,Aug-90,Aristophanes,"""The Knights,"" ""Peace,"" ""The Birds,"" ""Wealth""",424-388b.c.,285,FALSE,08,1990
534,Sep-90,Tacitus,The Histories,98a.d.,287,FALSE,09,1990
535,Sep-90,Carrie Fisher,Surrender the Pink,1990,281,FALSE,09,1990
536,Sep-90,John McPhee,Rising from the Plains,1986,214,FALSE,09,1990
537,Sep-90,George Eliot,The Lifted Veil,1879,91,FALSE,09,1990
538,Nov-90,Thomas Mann,The Magic Mountain ,1927,716,TRUE,11,1990
539,Nov-90,Fredric Dannen,Hit Men ,1990,327,TRUE,11,1990
540,Nov-90,,The Koran,610a.d.,435,FALSE,11,1990
541,Jan-91,Roderic Gorney,The Human Agenda,1968,575,FALSE,01,1991
542,Feb-91,William Thackeray,The History of Henry Esmond,1852,513,FALSE,02,1991
543,Feb-91,Rachel Carlson,Silent Spring,1962,297,FALSE,02,1991
544,Feb-91,Charles Grodin,It Would Be So Nice If You Weren't Here,1989,308,FALSE,02,1991
545,Feb-91,Will and Ariel Durant,"The Story of Civilization VIII:
  The Age of Louis XIV ",1963,74,TRUE,02,1991
546,Mar-91,Margaret Mead,Coming of Age in Samoa,1928,197,FALSE,03,1991
547,Mar-91,Thomas L. Friedman,From Beirut to Jerusalem ,1989,525,TRUE,03,1991
548,Apr-91,Daphne du Maurier,Jamaica Inn,1936,247,FALSE,04,1991
549,Apr-91,Daisaku Ikeda,The Creative Family,1977,159,FALSE,04,1991
550,Apr-91,Marcus Aurelius,The Meditations ,177a.d.,129,TRUE,04,1991
551,May-91,Thomas Szasz,Ceremonial Chemistry,1974,170,FALSE,05,1991
552,May-91,Marcel Proust,The Captive ,1921,289,TRUE,05,1991
553,May-91,Thomas Hardy,Under the Greenwood Tree,1872,241,FALSE,05,1991
554,Jun-91,Arthur Koestler,Darkness at Noon,1940,216,FALSE,06,1991
555,Jun-91,Herbert Marcuse,Eros and Civilization,1955,274,FALSE,06,1991
556,Jul-91,edited by F. Stephen Larrabee,The Two German States and European Security,1986-88,307,FALSE,07,1991
557,Jul-91,Marc Bloch,"Feudal Society, vol. 2",1961,170,FALSE,07,1991
558,Aug-91,Oscar Hijuelos,The Mambo Kings Play Songs of Love ,1989,407,TRUE,08,1991
559,Sep-91,Jim Harrison,Dalva,1988,324,FALSE,09,1991
560,Oct-91,William Pfaff,Barbarian Sentiments,1989,189,FALSE,10,1991
561,Oct-91,Madame de Lafayette,The Princess of Cleves,1678,168,FALSE,10,1991
562,Nov-91,John Updike,"Rabbit, Run ",1960,249,TRUE,11,1991
563,Nov-91,Paul Fussell,Bad,1991,201,FALSE,11,1991
564,Nov-91,William Styron,The Confessions of Nat Turner ,1966,429,TRUE,11,1991
565,Nov-91,Sigmund Freud,The Future of an Illusion,1927,81,FALSE,11,1991
566,Nov-91,A.R. Myers,England in the Late Middle Ages,1952,262,FALSE,11,1991
567,Nov-91,"Paul Hohenberg, Lynn Hollen Lees",The Making of Urban Europe 1000--1950,1985,340,FALSE,11,1991
568,Dec-91,Leonardo Da Vinci,The Notebooks of Leonardo Da Vinci,"1480s, 1490s",392,FALSE,12,1991
569,Dec-91,"Joseph Morella, Patricia Barey",Simon and Garfunkel,1991,252,FALSE,12,1991
570,Dec-91,Sun Tzu,The Art of War,c.400bc,149,FALSE,12,1991
571,De. 1991,Aleksandr Solzhenitsyn,Rebuilding Russia,1990,106,FALSE,12,1991
572,Jan-92,H.G. Wells,A Short History of the World ,1922,357,TRUE,01,1992
573,Jan-92,Baroness Orczy,The Scarlet Pimpernel,1905,248,FALSE,01,1992
574,Feb-92,H.L. Mencken,The Vintage Mencken,1916-33,246,FALSE,02,1992
575,Feb-92,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1886,114,FALSE,02,1992
576,Feb-92,William Julius Wilson,The Truly Disadvantaged,1987,164,FALSE,02,1992
577,Feb-92,Swami Prabhavananda,The Sermon on the Mount according to Vendanta ,1963,126,TRUE,02,1992
578,Mar-92,Sigmund Freud,An Outline of Psycho-Analysis,1938,64,FALSE,03,1992
579,Mar-92,Edgar Allan Poe,The Narrative of Arthur Gordon Pym,1938,220,FALSE,03,1992
580,Mar-92,Andreas Capellanus,The Art of Courtly Love,1180,59,FALSE,03,1992
581,Mar-92,William Faulkner,The Sound and the Fury,1931,284,FALSE,03,1992
582,Apr-92,Nathaniel Hawthorne,The House of the Seven Gables ,1851,245,TRUE,04,1992
583,Apr-92,Edmund Burke,Reflections on the Revolution in France,1790,290,FALSE,04,1992
584,Apr-92,Nikolai Gogol,"""Diary of a Madman,"" ""The Nose,"" ""The Overcoat""",1834 (36) (42),108,FALSE,04,1992
585,Ap. 1992,William Shakespeare,"""The Trajedy of Julius Caesar""",1599,102,FALSE,04,1992
586,Apr-92,"Donald L. Barlett, James B. Steele",America: What Went Wrong?,1992,219,FALSE,04,1992
587,Jun-92,Emil Ludwig,The Nile,1936,603,FALSE,06,1992
588,Jun-92,Patrick J. Geary,Before France & Germany,1988,231,FALSE,06,1992
589,Jun-92,Denis Diderot,The Nun,1760,188,FALSE,06,1992
590,Jul-92,Richard Selzer,Mortal Lessons - Notes on the Art of Surgery,1974,217,FALSE,07,1992
591,Jul-92,Ben H. Bagdikian,The Media Monopoly,1983,251,FALSE,07,1992
592,Jul-92,Cyril Aldred,Egyptian Art,1980,240,FALSE,07,1992
593,Jul-92,Nathaniel Hawthorne,The Blithedale Romance,1852,247,FALSE,07,1992
594,Jul-92,"Ben Weider, David Hapgood",The Murder of Napoleon,1982,257,FALSE,07,1992
595,Aug-92,Elie Wiesel,A Jew Today,1971-78,247,FALSE,08,1992
596,Sep-22,Livy,Rome and the Mediterranean,29bc-17ad,654,FALSE,09,2022
597,Sep-92,Oliver Sacks,The Man Who Mistook His Wife for a Hat,1970-85,233,FALSE,09,1992
598,Nov-92,Dorothy Parker,The Portable Dorothy Parker,1918-62,535,FALSE,11,1992
599,Dec-92,Immanuel Kant,The Doctrine of Virtue,1797,167,FALSE,12,1992
600,Dec-92,Alec Wilder,American Popular Song,1972,519,FALSE,12,1992
601,Dec-92,Lawrence Shainberg,Brain Surgeon,1979,316,FALSE,12,1992
602,Dec-92,Lord Chesterfield,Letters,1728-72,464,FALSE,12,1992
603,Dec-92,Camille Paglia,"Sex, Art, and American Culture ",1992,287,TRUE,12,1992
604,Jan-93,George Eliot,Silas Marner,1861,190,FALSE,01,1993
605,Feb-93,Harry Crews,Body,1990,240,FALSE,02,1993
606,Feb-93,Hermann Hesse,Demian ,1919,179,TRUE,02,1993
607,Feb-93,Jean Piaget,Six Psychological Studies,1964,157,FALSE,02,1993
608,Feb-93,William Faulkner,"Absalom, Absalom!",1936,306,FALSE,02,1993
609,Mar-93,David King Dunaway,Huxley in Hollywood,1989,402,FALSE,03,1993
610,Mar-93,Evelyn Waugh,Brideshead Revisited,1945,331,FALSE,03,1993
611,Mar-93,,anthology: The European Security Framework in Transition 1984-92,1984-92,172,FALSE,03,1993
612,Mar-93,,"The Random House Dictionary
  of the English Language",1966-83,1664,FALSE,03,1993
613,Mar-93,Sigmund Freud,On Dreams,1901,114,FALSE,03,1993
614,Mar-93,Ernest Hemingway,Green Hills of Africa,1935,295,FALSE,03,1993
615,Apr-93,Bruce Chatwin,On the Black Hill,1982,249,FALSE,04,1993
616,Apr-93,K.J. Dover,Greek Homosexuality,1978,206,FALSE,04,1993
617,Apr-93,David Thomson,England in the Twentieth Century,1965,362,FALSE,04,1993
618,May-93,Virginia Woolf,To the Lighthouse,1927,310,FALSE,05,1993
619,May-93,Jacques Barzun,The Culture We Deserve,1989,183,FALSE,05,1993
620,Jun-93,Allan Gurganus,White People,1972-90,305,FALSE,06,1993
621,Jun-93,Stanley Coren,The Left-Hander Syndrome,1992,281,FALSE,06,1993
622,Jul-93,Leo Tolstoy,The Forged Coupon,1904,99,FALSE,07,1993
623,Jul-93,Cristina Garcia,Dreaming in Cuban,1992,245,FALSE,07,1993
624,Jul-93,Honoré de Balzac,Cousin Pons,1847,334,FALSE,07,1993
625,Jul-93,Mark Green,Who Runs Congress?,1972,318,FALSE,07,1993
626,Aug-93,Thomas Kessner,The Golden Door,1977,177,FALSE,08,1993
627,Aug-93,Don DeLillo,White Noise,1984,326,FALSE,08,1993
628,Aug-93,John Stuart Mill,Utilitarianism,1861,79,FALSE,08,1993
629,Oct-93,Rudyand Kipling,Kim,1901,270,FALSE,10,1993
630,Oct-93,Alan Lightman,Einstein's Dreams,1993,179,FALSE,10,1993
631,Nov-93,Jules Michelet,Joan of Arc,1841,143,FALSE,11,1993
632,Nov-93,Plato,Early Socratic Dialogues,427-327b.c.,375,FALSE,11,1993
633,Dec-93,Erich Fromm,Escape from Freedom,1941,303,FALSE,12,1993
634,Dec-93,V.S. Pritchett,The Offensive Traveller,1964,241,FALSE,12,1993
635,Dec-93,Peter B. High,An Outline of American Literature,1986,241,FALSE,12,1993
636,Dec-93,Susan Sontag,AIDS and Its Metaphors,1988,95,FALSE,12,1993
637,Dec-93,Françoise Sagan,Bonjour Tristesse,1954,108,FALSE,12,1993
638,Dec-93,Sherwood Anderson,"Winesburg, Ohio",1919,247,FALSE,12,1993
639,Dec-93,Flannery O'Connor,Mystery and Manners,1957-69,228,FALSE,12,1993
640,Dec-93,Henry James,The Turn of the Screw,1898,160,FALSE,12,1993
641,Dec-93,Thornton Wilder,The Cabala,1926,230,FALSE,12,1993
642,Dec-93,Donald Matthew,Atlas of Medieval Europe,1983,225,FALSE,12,1993
643,Jan-94,Jane Smiley,A Thousand Acres,1991,371,FALSE,01,1994
644,Feb-94,Patrick Moore,Basic Astronomy,1967,134,FALSE,02,1994
645,Feb-94,Henry Adams,Mont Saint Michael and Chartres,1904,359,FALSE,02,1994
646,Mar-94,Emile Zola,Germinal,1885,538,FALSE,03,1994
647,Mar-94,Charles Baudelaire,The Prose Poems and La Fanfarlo,1847-65,116,FALSE,03,1994
648,Apr-94,Charles Dickens,The Old Curiosity Shop,1841,720,FALSE,04,1994
649,Apr-94,Carrie Fisher,Delusions of Grandma,1994,260,FALSE,04,1994
650,Apr-94,Laurence Sterne,A Sentimental Journey,1768,120,FALSE,04,1994
651,May-94,Franz Kafka,The Trial ,1920,256,TRUE,05,1994
652,May-94,Thomas DeQuincy,Confessions of an English Opium Eater,1822,116,FALSE,05,1994
653,May-94,Natalie Goldberg,Writing Down the Bones,1986,170,FALSE,05,1994
654,May-94,Daniel Defoe,A Journal of the Plague Year ,1725,256,TRUE,05,1994
655,May-94,Jean Rhys,After Leaving Mr. Mackenzie ,1931,191,TRUE,05,1994
656,Jun-94,Marcel Proust,The Sweet Cheat Gone,1922,196,FALSE,06,1994
657,Jun-94,Dorothy Whitelock,The Beginnings of English Society,1952,243,FALSE,06,1994
658,Jul-94,David Rabe,"""Hurlyburly""",1985,160,FALSE,07,1994
659,Aug-94,Henry Kissinger,Diplomacy ,1994,835,TRUE,08,1994
660,Sep-94,Bruce Chatwin,The Songlines,1987,294,FALSE,09,1994
661,Sep-94,Gary Zukav,The Seat of the Soul,1989,248,FALSE,09,1994
662,Oct-94,Ernest Becker,The Denial of Death,1973,285,FALSE,10,1994
663,Oct-94,Laurence Sterne,The Life and Opinions of Tristam Shandy,1761-67,539,FALSE,10,1994
664,Oct-94,Sinclair Lewis,Babbitt,1922,334,FALSE,10,1994
665,Dec-94,John King Fairbank,China - A New History,1992,432,FALSE,12,1994
666,Dec-94,Toni Morrison,Beloved,1987,275,FALSE,12,1994
667,Dec-94,Franz Kafka,Amerika,1927,312,FALSE,12,1994
668,Dec-94,Arnold Toynbee & Daisaku Ikeda,Choose Life,1976,359,FALSE,12,1994
669,Dec-94,Sherwin B. Nuland,How We Die,1994,269,FALSE,12,1994
670,Dec-94,H.B. Acton,Kant's Moral Philosophy,1970,65,FALSE,12,1994
671,Dec-94,Jack London,The Call of the Wild,1903,89,FALSE,12,1994
672,Dec-94,Gustav Janouch,Conversations with Kafka ,1923,201,TRUE,12,1994
673,Jan-95,Samuel Butler,The Way of All Flesh ,1903,444,TRUE,01,1995
674,Feb-95,Meriwether Lewis and William Clark,The Journals of Lewis and Clark,1804-6,515,FALSE,02,1995
675,Feb-95,Peter Kwong,The New Chinatown,1987,187,FALSE,02,1995
676,Feb-95,Fyodor Dostoyevsky,The Devils,1871,704,FALSE,02,1995
677,Mar-95,Selma H. Fraiberg,The Magic Years,1959,151,FALSE,03,1995
678,Mar-95,Sol M. Linowitz,The Making of a Public Man,1985,247,FALSE,03,1995
679,Apr-95,Stendhal,The Red and the Black ,1830,574,TRUE,04,1995
680,Apr-95,J.H. Plumb,England in the Eighteenth Century,1950,214,FALSE,04,1995
681,Apr-95,P.D. Ouspensky,The Psychology of Man's Possible Evolution,1934,128,FALSE,04,1995
682,Jul-95,Carson McCullers,The Heart is a Lonely Hunter,1940,307,FALSE,07,1995
683,Jul-95,Joyce Carol Oates,Black Water,1992,154,FALSE,07,1995
684,Jul-95,"editor, Eric L. McKitrick",Slavery Defended,1830-57,177,FALSE,07,1995
685,Jul-95,"Don, Jeanne Elium",Raising a Son,1992,172,FALSE,07,1995
686,Aug-95,Patrick O'Brian,Master and Commander,1970,412,FALSE,08,1995
687,Sep-95,Russell Banks,Continental Drift,1985,366,FALSE,09,1995
688,Sep-95,,The Bhagavad Gita,c.500b.c.,122,FALSE,09,1995
689,Oct-95,Thomas More,Utopia,1516,147,FALSE,10,1995
690,Nov-95,E.L. Doctorow,Ragtime,1975,371,FALSE,11,1995
691,Nov-95,Martin Heidegger,Early Greek Thinking,1950,58,FALSE,11,1995
692,Nov-95,Alice Miller,The Drama of the Gifted Child,19791,136,FALSE,11,1995
693,Dec-95,Daniel Goleman,Emotional Intelligence,1995,292,FALSE,12,1995
694,Dec-95,Benedict de Spinoza,The Ethics,1663,290,FALSE,12,1995
695,Dec-95,Betty Radice,Who's Who in the Ancient World,1971,161,FALSE,12,1995
696,Dec-95,Alexander Hamilton and James Madison,The Federalist Papers,1788,487,FALSE,12,1995
697,Jan-96,Nathan Glazer and Daniel P. Moynihan,Beyond the Melting Pot,1963,408,FALSE,01,1996
698,Jan-96,Louise Ames,Your Five-Year Old,19791,109,FALSE,01,1996
699,Jan-96,Daniel Defoe,Robinson Crusoe,1719,314,FALSE,01,1996
700,Feb-96,Abul A'La Mawdudi,Towards Understanding Islam,1986,132,FALSE,02,1996
701,Feb-96,Stephen Crane,The Red Badge of Courage,1895,169,FALSE,02,1996
702,Feb-96,various,Latin Literature - an Anthology,220b.c.-400a.d.,456,FALSE,02,1996
703,Feb-96,James Boswell,The Life of Samuel Johnson,1791,342,FALSE,02,1996
704,Mar-96,Robert D. Kaplan,Balkan Ghosts ,1993,300,TRUE,03,1996
705,Mar-96,anonymous,Primary Colors,1996,366,FALSE,03,1996
706,Mar-96,William Shakespeare,"""Henry IV, Part One""",1597,115,FALSE,03,1996
707,Mar-96,Russell Baker,Growing Up,1982,348,FALSE,03,1996
708,Mar-96,Gustave Flaubert,Flaubert in Egypt ,1850,222,TRUE,03,1996
709,Apr-96,"Robin, Liza, Linda, Tiffany",You'll Never Make Love in this Town Again,1996,251,FALSE,04,1996
710,Apr-96,Robert Graves,"I, Claudius",1934,468,FALSE,04,1996
711,Apr-96,Stephen Birmingham,"""Our Crowd""",1967,446,FALSE,04,1996
712,Jun-96,Peter I. Pressman and Yahsar Hirshaut,Breast Cancer,1992,265,FALSE,06,1996
713,Jul-96,Lester C. Thurow,The Future of Capitalism,1996,327,FALSE,07,1996
714,Jul-96,Honoré de Balzac,A Murky Business,1841,223,FALSE,07,1996
715,Jul-96,Blaise Pascal,Pensées,1661,204,FALSE,07,1996
716,Aug-96,Deepak Chopra,Quantum Healing,1989,273,FALSE,08,1996
717,Aug-96,Maxim Gorky,My Childhood,1913,451,FALSE,08,1996
718,Aug-96,Paul Theroux,Riding the Iron Rooster,1988,188,FALSE,08,1996
719,Aug-96,René Descartes,Discourse on Method and The Meditations,1637,188,FALSE,08,1996
720,Aug. 1996,Deborah Tannen,You Just Don't Understand,1990,298,FALSE,08,1996
721,Sep-96,Pliny the Elder,Natural History,76a.d.,385,FALSE,09,1996
722,Sep-96,James Clavell,Shogun,1975,1152,FALSE,09,1996
723,Oct-96,Xenophon,Conversations with Socrates,c.401b.c.,359,FALSE,10,1996
724,Dec-96,Michael Herr,Dispatches,1978,278,FALSE,12,1996
725,Dec-96,H.G. Wells,The Invisible Man,1897,139,FALSE,12,1996
726,Jan-97,David Baldacci,Absolute Power,1996,505,FALSE,01,1997
727,Mar-97,Simone DeBeauvoir,The Second Sex,1952,732,FALSE,03,1997
728,Apr-97,"Henry Fielding, Daniel Defoe",Jonathan Wild,1743,290,FALSE,04,1997
729,Apr-97,Mary Karr,The Liars' Club,1995,320,FALSE,04,1997
730,Apr-97,Robin Dunbar,"Grooming, Gossip, and the Evolution of Language",1996,230,FALSE,04,1997
731,May-97,G.K. Chesterton,The Club of Queer Trades,1905,126,FALSE,05,1997
732,May-97,Bryce Lyon,The Origins of the Middle Ages,1972,87,FALSE,05,1997
