number,original_date,author,title,published,pages,fav,month,year
733,May-97,Antoine de Saint Exupery,Night Flight,1932,87,FALSE,05,1997
734,Jun-97,Charles and Mary Lamb,Tales from Shakespeare ,1807,313,TRUE,06,1997
735,Jun-97,Sir Thomas Malory,"Le Morte D'Arthur, vol. 1 book I-VII",1485,327,FALSE,06,1997
736,Jun-97,Alcoholics Anonymous,Twelve Steps and Twelve Traditions,1952,192,FALSE,06,1997
737,Jul-97,Don DeLillo,Mao II,1991,241,FALSE,07,1997
738,Jul-97,Jules Verne,Around the World in Eighty Days,1873,163,FALSE,07,1997
739,Jul-97,Peter Gay,The Enlightenment - The Science of Freedom,1969,568,FALSE,07,1997
740,Aug-97,Daniel Johan Goldhagen,Hitler's Willing Executioners,1996,466,FALSE,08,1997
741,Aug-97,Harry Crews,A Feast of Snakes,1976,177,FALSE,08,1997
742,Sep-97,Jean-Jacques Rousseau,Émile,1760,568,FALSE,09,1997
743,Sep-97,Hermann Hesse,Narcissus and Goldmund,1930,312,FALSE,09,1997
744,Oct-97,"Aristotle, Horace",Classical Literary Criticism,"330b.c., 10b.c.",80,FALSE,10,1997
745,Oct-97,Ernest Hemingway,"Fiesta, The Sun Also Rises",1927,206,FALSE,10,1997
746,Oct-97,Keith B. Richburg,Cut of America ,1997,254,TRUE,10,1997
747,Nov-97,Lincoln Steffens,The Shame of the Cities,1904,222,FALSE,11,1997
748,Nov-97,Choderlos DeLaclos,Les Liaisons Dangereuses,1782,412,FALSE,11,1997
749,Dec-97,Jonathan Harr,A Civil Action,1995,496,FALSE,12,1997
750,Dec-97,Harper Lee,To Kill a Mockingbird,1960,281,FALSE,12,1997
751,Dec-97,David Denby,Great Books ,1996,463,TRUE,12,1997
752,Jan-98,Garrison Keillor,Lake Wobegon Days,1985,341,FALSE,01,1998
753,Jan-98,Barry Miles,Paul McCartney - Many Years from Now,1997,617,FALSE,01,1998
754,Jan-98,Horace,Satires and Epistles,c.40-18b.c.,179,FALSE,01,1998
755,Mar-98,E. Annie Proulx,The Shipping News,1993,337,FALSE,03,1998
756,Mar-98,Allan Bloom,The Closing of the American Mind,1987,382,FALSE,03,1998
757,Mar-98,Niccolò Machiavelli,The Prince,1514,96,FALSE,03,1998
758,Apr-98,Alexis De Tocqueville,Democracy in America,1835,317,FALSE,04,1998
759,Apr-98,Frank McCourt,Angela's Ashes,1996,426,FALSE,04,1998
760,Apr-98,Susanna Moore,my old sweetheart,1982,211,FALSE,04,1998
761,Ap. 1998,Robert Hughes,Culture of Complaint,1993,204,FALSE,04,1998
762,May-98,Patrick Suskind,Perfume ,1985,263,TRUE,05,1998
763,May-98,Victoria Kingston,Simon and Garfunkel - The Definitive Biography,1996,287,FALSE,05,1998
764,May-98,John Locke,The Second Treatise of Government,1690,155,FALSE,05,1998
765,May-98,Plato,Phaedrus,375b.c.,48,FALSE,05,1998
766,Jun-98,Charles Dickens,Barnaby Rudge,1841,766,FALSE,06,1998
767,Jun-98,Philip Roth,Zuckerman Unbound,1981,156,FALSE,06,1998
768,Jun-98,Jeffrey Archer,A Twist in the Tale - 4 short stories,1988,113,FALSE,06,1998
769,Jul-98,S.T. Bindoff,Tudor England,1950,309,FALSE,07,1998
770,Jul-98,John O'Hara,Appointment in Samarra,1934,240,FALSE,07,1998
771,Aug.1998,Ralph Ellison,Invisible Man ,1952,469,TRUE,08,1998
772,Aug-98,A.S. Byatt,The Matisse Stories,1993,128,FALSE,08,1998
773,Sep-98,Giovanni Boccaccio,The Decameron,1350,296,FALSE,09,1998
774,Sep-98,Edward W. Said,Representations of the Intellectual,1993,132,FALSE,09,1998
775,Sep-98,Robert Graves,The Greek Myths: 1,1955,197,FALSE,09,1998
776,Sept. 1998,Peter and Linda Murray,The Art of the Renaissance,1963,278,FALSE,09,1998
777,Sep-98,Emmanuel Le Roy Ladurie,The Beggar and the Professor,1995,351,FALSE,09,1998
778,Oct-98,Richard Causton,The Buddha in Daily Life,1988,294,FALSE,10,1998
779,Oct-98,Mitch Albom,Tuesday with Morrie,1997,192,FALSE,10,1998
780,Nov-98,D.H. Lawrence,Sons and Lovers ,1913,484,TRUE,11,1998
781,Nov-98,Alessandro Baricco,Silk,1997,91,FALSE,11,1998
782,Nov-98,Morris Goldstein,"The Asian Financial Crisis: Causes, Cures, and Systemic Implications",1998,67,FALSE,11,1998
783,Nov-98,Jimmy Webb,Tunesmith,1998,423,FALSE,11,1998
784,Dec-98,Henry James,The Golden Bowl,1904,555,FALSE,12,1998
785,Jan-99,Jean Rhys,Quartet,1928,186,FALSE,01,1999
786,Jan-99,Edward W. Said,Covering Islam,"19,811,996",195,FALSE,01,1999
787,Jan-99,Jorge Luis Borges,Other Inquisitions,1937-1952,187,FALSE,01,1999
788,Jan-99,Bill Gates,The Road Ahead,1996,322,FALSE,01,1999
789,Feb.1999,Arthur Golden,Memoirs of a Geisha ,1997,428,TRUE,02,1999
790,Mar-99,Frank R. Wilson,The Hand,1998,338,FALSE,03,1999
791,Apr-99,Daniel DeFoe,A Tour Through the Whole Island of Great Britain,1724,708,FALSE,04,1999
792,Apr-99,Russell Banks,Cloudsplitter ,1998,758,TRUE,04,1999
793,May-99,Robert Wright,The Moral Animal,1994,379,FALSE,05,1999
794,May-99,P.G. Wodehouse,French Leave,1956,206,FALSE,05,1999
795,Jun-99,Marcel Proust,The Past Recaptured,1922,272,FALSE,06,1999
796,Jun-99,John Hersey,Hiroshima,1946,152,FALSE,06,1999
797,Jun-99,John Stuart Mill,On Liberty,1859,187,FALSE,06,1999
798,Jul-99,Philip Roth,American Pastoral,1997,423,FALSE,07,1999
799,Jul-99,Dante Alighieri,Paridiso,1308,150,FALSE,07,1999
800,Jul-99,Jacob A. Riis,How The Other Half Lives,1890,227,FALSE,07,1999
801,Aug-99,Colin Bateman,Cycle of Violence,1995,261,FALSE,08,1999
802,Aug-99,Fernand Braudel,The Identity of France,1985,375,FALSE,08,1999
803,Sep-99,Sinclair Lewis,It Can't Happen Here,1935,331,FALSE,09,1999
804,Sep-99,Jason Goodwin,Lords of the Horizons - A History of the Ottoman Empire,1998,332,FALSE,09,1999
805,Sep-99,Marilyn Vos Savant,The World's Most Famous Math Problem,1993,76,FALSE,09,1999
806,Sep-99,Fred Goodman,The Mansion on the Hill,1997,387,FALSE,09,1999
807,Oct-99,Daisaku Ikeda,Toward a Culture of Peace: A Cosmic View,1999,38,FALSE,10,1999
808,Oct-99,"Dan Kindlon, Michael Thompson",Raising Cain ,1999,267,TRUE,10,1999
809,Nov-99,Dava Sobol,Longitude,1995,175,FALSE,11,1999
810,Nov-99,Søren Kierkegaard,Fear and Trembling,1843,147,FALSE,11,1999
811,Dec-99,Sophocles,"""Antigone""",441bc,48,FALSE,12,1999
812,Dec-99,Bernie Brillstein,Where Did I Go Right?,1999,375,FALSE,12,1999
813,Dec-99,Richard Dawkins,The Selfish Gene,1976,266,FALSE,12,1999
814,Jan-00,A.J.P. Taylor,The Struggle for Mastery in Europe - 1848 - 1918,1954,586,FALSE,01,2000
815,Jan-00,Alfred Lansing,Endurance - Shackleton's Incredible Voyage,1959,280,FALSE,01,2000
816,Feb-00,Euripides,"""Andromache""",425bc,47,FALSE,02,2000
817,Mar-00,Samuel Butler,Erewhon,1871,260,FALSE,03,2000
818,Mar-00,George Stephanopoulos,All Too Human,1999,448,FALSE,03,2000
819,Apr-00,Henry Fielding,Tom Jones,1749,822,FALSE,04,2000
820,Apr-00,John Rechy,City of Night,1963,380,FALSE,04,2000
821,May-00,Peter Gay,My German Question,1998,212,FALSE,05,2000
822,May-00,Zora Neale Hurston,Their Eyes Were Watching God ,1937,199,TRUE,05,2000
823,May-00,Mark Twain,The Mysterious Stranger,1906,114,FALSE,05,2000
824,May-00,Jhumpa Lahiri,Interpreter of Maladies,1999,198,FALSE,05,2000
825,Jun-00,John  Steinbeck,The  Grapes of Wrath,1939,,FALSE,06,2000
826,Jun-00,Michael  Lewis,The  New New Thing,2000,,FALSE,06,2000
827,Aug-00,Jacques  Barzun,From  Dawn to Decadence ,2000,,TRUE,08,2000
828,Aug-00,Samuel  Butler,Alps  & Sanctuaries,1881,,FALSE,08,2000
829,Aug-00,Alexander  Dumas,The  Three Musketeers,1844,,FALSE,08,2000
830,Sep-00,Samuel  Eliot Morison,"Christopher  Columbus, Mariner",1942,,FALSE,09,2000
831,Sep-00,Madame  de Lafayette,The  Princess of Cleves,1677,,FALSE,09,2000
832,Oct-00,Tom  Wolfe,A  Man in Full,1998,,FALSE,10,2000
833,Oct-00,John  Milton,Samson  Agonistes,1671,,FALSE,10,2000
834,Oct-00,George  Kubler,The  Shape of Time,1962,,FALSE,10,2000
835,Nov-00,Jakob  Walter,The  Diary of a Napoleonic Foot Soldier ,c.  1830,,TRUE,11,2000
836,Nov-00,Stendhal,Love,1819,,FALSE,11,2000
837,Dec-00,Sir  Harold Nicolson,Diplomacy,1939,,FALSE,12,2000
838,Dec-00,William  Hazlitt,Liber  Amoris,1823,,FALSE,12,2000
839,Dec-00,Ida  M. Tarbell,The  History of the Standard Oil Company,1903,,FALSE,12,2000
840,Jan-01,Adolph  Hitler,Mein  Kampf,1926,,FALSE,01,2001
841,Jan-01,Honore  de Balzac,The  Physiology of Marriage,1824,,FALSE,01,2001
842,Jan-01,Saul  Bellow,Henderson  the Rain King,1958,,FALSE,01,2001
843,Jan-01,Dorothy  L. Sayers,The  Mind of the Maker,1941,,FALSE,01,2001
844,Feb-01,Christine  Hobson,The  World of the Pharoahs,1987,,FALSE,02,2001
845,Mar-01,"Horatio  Alger, Jr.",Ragged  Dick,1868,,FALSE,03,2001
846,Mar-01,Henry  Kissinger,A  World Restored,,,FALSE,03,2001
847,Apr-01,Honore  de Balzac,The  Chouans,1827,,FALSE,04,2001
848,Apr-01,Tom  King,The  Operator,,,FALSE,04,2001
849,May-01,Lord  Byron,The  Selected Letters of Lord Byron,1798,,FALSE,05,2001
850,Jun-01,Jean-Jacques  Rousseau,La  Nouvelle Heloise,1758,,FALSE,06,2001
851,Jun-01,Walter  Bagehot,Physics  and Politics,1872,,FALSE,06,2001
852,Jul-01,Dan  O'Brien,The  Rites of Autumn,1988,,FALSE,07,2001
853,Aug-01,"Michael  E. Porter, Hirotaka Takeuchi, Mariko Sakakibara",Can  Japan Compete?,2000,,FALSE,08,2001
854,Aug-01,Sarah  Faunce,Courbet,1993,,FALSE,08,2001
855,Sep-01,Virginia  Woolf,The  Waves,1931,,FALSE,09,2001
856,Oct-01,Peter  Paret,Understanding  War,1992,,FALSE,10,2001
857,Oct-01,P.  G. Wodehouse,Jeeves  in the Morning,1946,,FALSE,10,2001
858,Nov-01,Theodore  Dreiser,Sister  Carrie,1900,,FALSE,11,2001
859,Dec-01,Benjamin  R. Barber,Jihad  vs. McWorld,1995,,FALSE,12,2001
860,Dec-01,J.K.  Rowling,Harry  Potter and the Sorcerer's Stone,1997,,FALSE,12,2001
861,Dec-01,Stephen  Hawking,The  Universe in a Nutshell,2001,,FALSE,12,2001
862,Dec-01,Artie  Shaw,The  Trouble with Cinderella,1952,,FALSE,12,2001
864,Jan-02,Paramahansa  Yogananda,Autobiography  of a Yogi,1946,,FALSE,01,2002
865,Feb-02,Bernard  Lewis,What  Went Wrong?,2002,,FALSE,02,2002
866,Mar-02,Elizabeth  Gaskell,Wives  and Daughters ,1866,,TRUE,03,2002
867,Apr-02,Upton  Sinclair,The  Jungle,1905,,FALSE,04,2002
868,Apr-02,"Eugene  F. Rice, Jr.","The  Foundations of Early Modern Europe, 1460-1569",,,FALSE,04,2002
869,Apr-02,Margaret  A. Salinger,Dream  Catcher,2000,,FALSE,04,2002
870,Jun-02,Henry  David Thoreau,Selected  Journals of Henry David Thoreau,1837  - 1862,,FALSE,06,2002
871,Aug-02,Jean  Rhys,Sleep  It Off Lady,1976,,FALSE,08,2002
872,Aug-02,Plutarch,Fall  of the Roman Republic,90A.D.,,FALSE,08,2002
873,Sep-02,C.S.  Forester,Hornblower  and Hotspur,1962,,FALSE,09,2002
874,Sep-02,W.H.  Lewis,The  Splendid Century,1953,,FALSE,09,2002
875,Sep-02,Robert  Hughes,The  Fatal Shore,1986,,FALSE,09,2002
876,Sep-02,Noam  Chomsky,Profit  Over People,1999,,FALSE,09,2002
877,Oct-02,Henry  George,Progress  and Poverty,1879,,FALSE,10,2002
878,Oct-02,"David  Krieger, Daisaku Ikeda",Choose  Hope,2001,,FALSE,10,2002
879,Nov-02,Malcolm  Lowry,Under  the Volcano,1947,,FALSE,11,2002
880,Dec-02,Doris  Lessing,The  Good Terrorist,1985,,FALSE,12,2002
881,Dec-02,Viktor  E. Frankl,Man's  Search for Meaning,1959,,FALSE,12,2002
882,Dec-02,Harold  Nicolson,Good  Behavior  ,1955,,TRUE,12,2002
883,Jan-03,"Lucien  Febvr, Henri-Jean Martin",Good  Behavior,1958,,FALSE,01,2003
884,Feb-03,Arthure  Levitt,Take  on the Street,2002,,FALSE,02,2003
885,Feb-03,Charles  Bukowski,Post  Office ,1971,,TRUE,02,2003
886,Mar-03,Jose  Saramago,The  Cove,2002,,FALSE,03,2003
887,Apr-03,Susan  Mollin Okin,Women  in Western Political Thought,1979,,FALSE,04,2003
888,Apr-03,DBC  Pierre,Veron  God Little,2003,,FALSE,04,2003
889,May-03,Mary  Renault,The  Persian Boy,1972,,FALSE,05,2003
890,May-03,Charles  Bukowski,Hollywood,1989,,FALSE,05,2003
891,May-03,John  Lowden,Early  Christian & Byzantine Art,1997,,FALSE,05,2003
892,Jun-03,Natalie  Angier,Woman  - An Intimate Geography,1999,,FALSE,06,2003
893,Jul-03,Gregory  Bishop of Tours,History  of the Franks,584,,FALSE,07,2003
894,Jul-03,Paul  Berman,Terror  and Liberalism,2003,,FALSE,07,2003
895,Jul-03,Mary  McCarthy,The  Groves of Academe,1951,,FALSE,07,2003
896,Jul-03,Henry  Kissinger,Does  America Need a Foreign Policy,2001,,FALSE,07,2003
897,Jul-03,James  Lord,A  Giacometti Portrait,1965,,FALSE,07,2003
898,Jul-03,Karen  Armstrong,Budda,2001,,FALSE,07,2003
899,Aug-03,Karen  Armstrong,Islam,2000,,FALSE,08,2003
900,Oct-03,George  Eliot,Adam Bede,1859,,FALSE,10,2003
901,Nov-03,"Daisaku  Ikeda, Majid Tehranian",Global Civilization - A Buddist Islanic Dialogue,2003,,FALSE,11,2003
902,Nov-03,Graham  Greenauthor,The Third Man,1950,,FALSE,11,2003
903,Jan-04,Robert  A. Caro,The Years of Lyndon Johnson - Master of the Senate,2002,,FALSE,01,2004
904,Jan-04,Horace  Mann,The Republic and the School,1837-48,,FALSE,01,2004
905,Jan-04,Edmund  S. Morgan,Benjamin Franklin,2002,,FALSE,01,2004
906,Feb-04,intro  Claude Mettra,Bruegel,1977,,FALSE,02,2004
907,Feb-04,J.  M. Coetzee,Waiting for the Barbarians,1980,,FALSE,02,2004
908,Feb-04,Dan  Brown,The Da Vinci Code,2003,,FALSE,02,2004
909,Feb-04,Gustave  Flaubert,Memoirs of a Madman,1837,,FALSE,02,2004
910,Feb-04,Aristophanes,"""The Acharnians"", ""The Clouds"", ""Lysistrata""","425  BC, 423 BC, 410 BC",,FALSE,02,2004
911,Mar-04,Tacey  Chevalier,Girl With a Pearl Earing,1999,,FALSE,03,2004
912,Apr-04,Harold  Bloom,The Western Canon,1994,,FALSE,04,2004
913,May-04,Walter  Pater,The Renaissance,1873,,FALSE,05,2004
914,May-04,William  Pollack,Real Boys,1998,,FALSE,05,2004
915,May-04,Aesop,The Complete Fables,c.550  BC,,FALSE,05,2004
916,Jun-04,Juvenal,The Satires,110-130  AD,,FALSE,06,2004
917,Jun-04,Groucho  Marx,Love Groucho,1938-55,,FALSE,06,2004
918,Jul-04,G.K.  Chesterton,The Man Who Was Thursday,1908,,FALSE,07,2004
919,Aug-04,John  Kennedy Toole,A Confederacy of Dunces,1963,,FALSE,08,2004
920,Aug-04,Harold  Mattingly,Roman Imerial Civilization,1957,,FALSE,08,2004
921,Aug-04,Molly  Hughes,A London Girl of the 1880's,1946,,FALSE,08,2004
922,Sep-04,Nick  Hornby,How To Be Good,2001,,FALSE,09,2004
923,Sep-04,John  Bunyan,The Philgrim's Progress,1678-84,,FALSE,09,2004
924,Sep-04,Bill  Moyer's,Moyers on America,2004,,FALSE,09,2004
925,Sep-04,Walt  Whitman,Specimen Days,"1862-65
  1877-81",,FALSE,09,2004
926,Sep-04,Paulo  Coelho,Eleven Minutes,2004,,FALSE,09,2004
927,Oct-04,John  Boswell,"Christianity, Social Torerance and Homosexuality",1980,,FALSE,10,2004
928,2005,Lawrence Potter,The Persian Gulf in Transition,1997,,FALSE,,2005
929,2005,Immanuel Kant,Perpetual Peace,1795,,FALSE,,2005
930,2005,Bob Dylan,"Chronicles, vol. 1",2004,,FALSE,,2005
931,2005,Arthur Koestler,The Gladiators,1949,,FALSE,,2005
932,2005,Richard L. Bushman,From Puritan to Yankee,1967,,FALSE,,2005
933,2005,Arnold Toynbee,"A Study of History, vols I-VI",1939,,FALSE,,2005
934,2005,Bill McKibben,The End of Nature,1989,,FALSE,,2005
935,2005,Craig Unger,"House of Bush, House of Saudi",2004,,FALSE,,2005
936,2005,"Tim LaHaye, Jerry B. Jenkins",Glorious Appearing,2004,,FALSE,,2005
937,2005,Laurens Van der Post,A Story Like the Wind,1972,,FALSE,,2005
938,2005,Marilynne Robinson,Gilead,2004,,FALSE,,2005
939,2005,Thomas Carlyle,The French Revolution,1837,,FALSE,,2005
940,2005,Dalton Trumbo,Johnny Got His Gun,1939,,FALSE,,2005
941,2005,Claude-Anne Lopez,"Mon Cher Papa, Franklin and the Ladies of Paris",1966,,FALSE,,2005
942,2005,Maureen Dowd,Bushworld,2004,,FALSE,,2005
943,2005,Anton Chekhov,My Life,c.1886,,FALSE,,2005
944,2005,J.R. Hale,Renaissance Europe,1971,,FALSE,,2005
945,2005,E.M. Forster,A Passage to India,1924,,FALSE,,2005
946,2005,"Robert F. Kennedy, Jr.",Crimes Against Nature,2004,,FALSE,,2005
947,2005,Jane Leavy,Sandy Koufax,2003,,FALSE,,2005
948,2005,David McCullough,1776,2005,,FALSE,,2005
950,Jul-05,Frank Norris,The Octopus,1900,,FALSE,07,2005
951,Jul.2005,Ann Rinaldi,Hang a Thousand Trees with Ribbons,1996,,FALSE,07,2005
952,Jul-05,Herman Melville,Bartleby the Scrivener,1853,,FALSE,07,2005
953,Jul-05,various,Chapters in Western Civilization vol II,"1948, '54, '62",,FALSE,07,2005
954,Aug-05,edited by Tim De Lisle,Lives of the Great Songs,1994,,FALSE,08,2005
955,Aug-05,Laurence Bergreen,As Thousands Cheer - The Life of Irving Berlin,1990,,FALSE,08,2005
956,Sep-05,Anthony Trollope,The Way We Live Now,1873,,FALSE,09,2005
957,Sep-05,Steve Martin,Shopgirl,2000,,FALSE,09,2005
958,Sep-05,Emile Zola,The Debacle,1870,,FALSE,09,2005
959,Oct-05,Kenneth Henshall,A History of Japan,1999,,FALSE,10,2005
960,Nov-05,Edmund Morris,The Rise of Theodore Roosevelt,1979,,FALSE,11,2005
961,Nov-05,Henry Adams,The Education of Henry Adams,1907,,FALSE,11,2005
962,Nov-05,Sonny Barger,Freedom: Credos from the Road,2005,,FALSE,11,2005
963,Nov-06,Nathanael West,The Day of the Locust,1939,,FALSE,11,2006
964,Nov-05,Ford Maddox Ford,The Good Soldier,1915,,FALSE,11,2005
965,Nov-05,Mary Wollstonecraft,A Vindication of the Rights of Woman,1792,,FALSE,11,2005
966,Dec-05,Edith Wharton,The Age of Innocence,1920,,FALSE,12,2005
967,Jan-06,W. Somerset Maugham,Of Human Bondage,1915,,FALSE,01,2006
968,2006,Doris Kearns Goodwin,"Team of Rivals
  The Political Genius of Abraham Lincoln",2005,,FALSE,,2006
969,2006,Tony Judt,"Postwar
  A History of Europe Since 1945",2005,,FALSE,,2006
970,2006,Geoff Emerick,"Here, There, and Everywhere",2006,,FALSE,,2006
971,2006,Wallace Stegner,Angle of Repose,1971,,FALSE,,2006
972,2006,David Dalton,"James Dean, The Mutant King",1974,,FALSE,,2006
973,2006,V.S. Naipaul,India: A Wounded Civilisation,1976,,FALSE,,2006
974,2006,Carlo Collodi,The Adventures of Pinocchio,1881,,FALSE,,2006
975,2006,D. H. Lawrence,Women in Love,1916,,FALSE,,2006
976,2006,Henri Pirenne,Economic and Social History of Medieval Europe,1936,,FALSE,,2006
977,2006,A. H. Maslow,The Farther Reaches of Human Nature,1971,,FALSE,,2006
978,2006,Charles Dickens,Our Mutual Friend,1865,,FALSE,,2006
979,2006,Vladimir Nabokov,Speak Memory,1947,,FALSE,,2006
980,2006,Hermann Hesee,Steppenwolf,1927,,FALSE,,2006
981,Sep-06,David S. Brown,Richard Hofstadter. An Intellectual Biography,2006,,FALSE,09,2006
982,Sep-06,Robert Penn Warren,All the King's Men,1946,,FALSE,09,2006
983,Sep-06,Michel DeMontaigne,On Friendship,1580,,FALSE,09,2006
984,Oct-06,"Danny Danzinger &
  John Gillingham",1215 The Year of Magna Carta,2003,,FALSE,10,2006
985,Oct-06,Jim Harrison,Legends of the Fall,1978,,FALSE,10,2006
986,Nov-06,Jared Diamond,"Collapse - How Societies Choose to Fail
  Or Succeed",2005,,FALSE,11,2006
987,Nov-06,Fareed Zakaria,The Future of Freedom,2003,,FALSE,11,2006
988,Nov-06,J.P. Donleavy,The Ginger Man,1955,,FALSE,11,2006
